List,Target,Word,Lexicality,Stratum,Root,KM_Dom_PoS,WF,CD,N,N_WF,N_CD,Length,Lemma,Ġabra_PoS,Gloss,NomGender,NomNumber,AdpPerson,AdpGender,AdpNumber,SubPerson,SubGender,SubNumber,DirPerson,DirGender,DirNumber,IndPerson,IndGender,IndNumber,Aspect,Polarity,SwapNeighbor,SwapOutcome,SwapWF,SwapCD
5,10457,ħamiem,Real,Semitic,No Root,NOUN,732,386,10,810,481,6,ħamiem,NOUN,dove,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,20429,ħammeġ,Real,Semitic,ħ-m-ġ,VERB,82,78,11,1418,1197,6,ħammeġ,VERB,to dirty,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
15,13890,ħamra,Real,Semitic,ħ-m-r,ADJ,3021,2092,35,209673,40164,5,aħmar,ADJ,red,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,18439,ħamrija,Real,Semitic,ħ-m-r,NOUN,4032,1929,16,76,66,7,ħamrija,NOUN,soil,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,12744,ħamsa,Real,Semitic,ħ-m-s,NUM-CRD,8504,5861,27,9041,6526,5,ħamsa,NOUN,five,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,10879,ħamsin,Real,Semitic,No Root,NUM-CRD,3687,2543,10,2624,992,6,ħamsin,NUM,fifty (cardinal numeral),m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,20663,ħanaq,Real,Semitic,ħ-n-q,NOUN-PROP,8,7,10,1538,1144,5,ħanaq,VERB,to cause hoarseness,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
9,12216,ħandaq,Real,Semitic,ħ-n-d-q,NOUN-PROP,840,595,5,69,59,6,ħandaq,NOUN,ditch,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,28026,ħanex,Real,Semitic,ħ-n-x,NOUN-PROP,138,50,8,128,85,5,ħanex,NOUN,worm,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,15127,ħanin,Real,Semitic,ħ-n-n,ADJ,590,514,27,46257,20209,5,ħanin,ADJ,merciful,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,12461,ħanina,Real,Semitic,ħ-n-n,ADJ,425,387,14,13387,8189,6,ħanin,ADJ,merciful,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,14155,ħanut,Real,Semitic,No Root,NOUN,12374,5926,11,90,62,5,ħanut,NOUN,shop,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,12059,ħanxul,Real,Semitic,ħ-n-x-l,NOUN-PROP,7,6,1,2,2,6,ħanxul,NOUN,a small root,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,15063,ħanżir,Real,Semitic,ħ-n-ż-r,NOUN,468,255,8,141,86,6,ħanżir,NOUN,pig,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,20937,ħaqar,Real,Semitic,ħ-q-r,NOUN,46,44,17,22939,10703,5,ħaqar,VERB,to oppress,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
2,10343,ħaqq,Real,Semitic,ħ-q-q,NOUN,1215,1008,28,9367,7383,4,ħaqq,VERB,to deserve,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
14,13144,ħaqqha,Real,Semitic,ħ-q-q,VERB,341,311,9,1007,822,6,ħaqq,VERB,to deserve,-,-,-,-,-,p3,m,sg,p3,f,sg,-,-,-,perf,pos,-,-,-,-
18,14565,ħaqqhom,Real,Semitic,ħ-q-q,NOUN,1528,1260,10,1197,1066,7,ħaqq,VERB,to deserve,-,-,-,-,-,p3,m,sg,p3,-,pl,-,-,-,perf,pos,-,-,-,-
21,14960,ħaqqu,Real,Semitic,ħ-q-q,VERB,2552,2023,23,4846,3915,5,ħaqq,VERB,to deserve,-,-,-,-,-,p3,m,sg,p3,m,sg,-,-,-,perf,pos,-,-,-,-
24,21553,ħara,Real,Semitic,ħ-r-j,NOUN,164,137,105,974832,330904,4,ħara,VERB,to defecate,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
10,11686,ħarab,Real,Semitic,ħ-r-b,VERB,2850,2261,32,4134,2631,5,ħarab,VERB,to run away,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
39,20498,ħaraq,Real,Semitic,ħ-r-q,VERB,204,169,20,4590,3601,5,ħaraq,VERB,to burn,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
2,10206,ħaraqha,Real,Semitic,ħ-r-q,VERB,6,6,4,46,43,7,ħaraq,VERB,to burn,-,-,-,-,-,p3,m,sg,p3,f,sg,-,-,-,perf,pos,-,-,-,-
4,10977,ħarba,Real,Semitic,ħ-r-b,NOUN,1142,743,38,165319,69115,5,ħrib,NOUN,escape,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,21622,ħarbat,Real,Semitic,ħ-r-b-t,VERB,178,164,19,4624,3733,6,ħarbat,VERB,to devastate,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
35,18011,ħarbet,Real,Semitic,ħ-r-b,VERB,516,433,33,26038,16610,6,ħarab,VERB,to run away,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
48,20647,ħarbex,Real,Semitic,ħ-r-b-x,VERB,34,32,12,646,561,6,ħarbex,VERB,to scribble,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
33,17948,ħarbu,Real,Semitic,ħ-r-b,VERB,2093,1638,41,27094,17809,5,ħarab,VERB,to run away,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
50,18325,ħareb,Real,Semitic,ħ-r-b,NOUN-PROP,8,6,24,45749,29278,5,ħareb,VERB,to wage war,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
7,12008,ħareġ,Real,Semitic,ħ-r-ġ,VERB,35520,21555,30,5180,3902,5,ħareġ,VERB,to exit,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
4,10121,ħares,Real,Semitic,ħ-r-s,VERB,2722,1806,41,141773,76264,5,ħares,VERB,to look,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
29,18368,ħarġa,Real,Semitic,ħ-r-ġ,NOUN,6394,5014,30,190205,54840,5,ħarġa,NOUN,outing,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,16909,ħarġet,Real,Semitic,ħ-r-ġ,VERB,21779,12832,26,4271,3457,6,ħareġ,VERB,to exit,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
27,17494,ħarġiet,Real,Semitic,ħ-r-ġ,NOUN,845,652,14,22195,13153,7,ħarġa,NOUN,outing,-,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,15751,ħarġithom,Real,Semitic,ħ-r-ġ,VERB,51,46,5,216,198,9,ħareġ,VERB,to exit,-,-,-,-,-,p3,f,sg,p3,-,pl,-,-,-,perf,pos,-,-,-,-
30,15309,ħarġitx,Real,Semitic,ħ-r-ġ,VERB,1263,1043,15,236,224,7,ħareġ,VERB,to exit,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,neg,-,-,-,-
31,15894,ħarġu,Real,Semitic,ħ-r-ġ,VERB,22011,13620,34,13995,11219,5,ħareġ,VERB,to exit,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
36,18284,ħarġuni,Real,Semitic,ħ-r-ġ,VERB,17,17,4,26,25,7,ħareġ,VERB,to exit,-,-,-,-,-,p3,-,pl,p1,-,sg,-,-,-,perf,pos,-,-,-,-
37,18846,ħarġux,Real,Semitic,ħ-r-ġ,VERB,1133,953,17,22372,13968,6,ħareġ,VERB,to exit,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,neg,-,-,-,-
44,17040,ħarifa,Real,Semitic,ħ-r-f,NOUN,1432,925,14,2649,2247,6,ħarifa,NOUN,autumn,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,12206,ħariġx,Real,Semitic,ħ-r-ġ,VERB,1020,904,10,335,309,6,ħareġ,VERB,to exit,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,neg,-,-,-,-
16,13899,ħarir,Real,Semitic,No Root,NOUN,481,354,18,15670,7871,5,ħarir,NOUN,silk,m,coll,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,13205,ħarira,Real,Semitic,No Root,NOUN,347,305,12,1972,1334,6,ħarir,NOUN,silk,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,18933,ħarisna,Real,Semitic,ħ-r-s,VERB,723,541,12,104,99,7,ħares,VERB,to look,-,-,-,-,-,p1,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
31,18563,ħarisniex,Real,Semitic,ħ-r-s,VERB,61,51,1,2,2,9,ħares,VERB,to look,-,-,-,-,-,p1,-,pl,-,-,-,-,-,-,perf,neg,-,-,-,-
29,16070,ħarist,Real,Semitic,ħ-r-s,VERB,724,598,10,281,231,6,ħares,VERB,to look,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
18,14577,ħarquhom,Real,Semitic,ħ-r-q,VERB,10,10,6,79,77,8,ħaraq,VERB,to burn,-,-,-,-,-,p3,-,pl,p3,-,pl,-,-,-,perf,pos,-,-,-,-
40,19741,ħarqulhom,Real,Semitic,ħ-r-q,VERB,10,10,6,73,72,9,ħaraq,VERB,to burn,-,-,-,-,-,p3,-,pl,-,-,-,p3,-,pl,perf,pos,-,-,-,-
19,14244,ħarqux,Real,Semitic,ħ-r-q,VERB,2,2,10,1671,1452,6,ħaraq,VERB,to burn,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,neg,-,-,-,-
28,20652,ħarrab,Real,Semitic,ħ-r-b,VERB,17,16,20,6270,5136,6,ħarrab,VERB,to free sb.,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
25,21623,ħarrabt,Real,Semitic,ħ-r-b,VERB,2,2,7,159,152,7,ħarrab,VERB,to free sb.,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
30,20427,ħarrax,Real,Semitic,ħ-r-x,VERB,19,18,11,196,185,6,ħarrax,VERB,to roughen,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
28,16959,ħarraxna,Real,Semitic,ħ-r-x,VERB,15,15,4,4,4,8,ħarrax,VERB,to roughen,-,-,-,-,-,p1,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
36,20905,ħarreġ,Real,Semitic,ħ-r-ġ,VERB,67,66,13,37069,22935,6,ħarreġ,VERB,to bring out,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
27,15235,ħarrub,Real,Semitic,No Root,NOUN,645,363,9,204,121,6,ħarrub,NOUN,carob,m,coll,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,20547,ħars,Real,Semitic,ħ-r-s,NOUN,212,183,46,56849,27359,4,ħars,NOUN,looks,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,12663,ħarsa,Real,Semitic,ħ-r-s,NOUN,4927,3639,37,49729,30307,5,ħars,NOUN,looks,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,10882,ħarset,Real,Semitic,ħ-r-s,VERB,632,418,21,24217,14971,6,ħares,VERB,to look,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
45,17364,ħarsien,Real,Semitic,ħ-r-s,NOUN,17267,8216,22,243,157,7,ħarsien,NOUN,custody,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,20657,ħarsithom,Real,Semitic,ħ-r-s,VERB,121,111,8,85,78,9,ħares,VERB,to look,-,-,-,-,-,p3,f,sg,p3,-,pl,-,-,-,perf,pos,-,-,-,-
6,10571,ħarsu,Real,Semitic,ħ-r-s,VERB,794,656,36,51676,33217,5,ħares,VERB,to look,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
33,20648,ħart,Real,Semitic,ħ-r-t,NOUN,107,77,55,118056,45853,4,ħart,NOUN,ploughing,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,16879,ħarta,Real,Semitic,ħ-r-t,NOUN,1487,1287,35,51490,34999,5,ħart,NOUN,ploughing,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,16414,ħaruf,Real,Semitic,No Root,NOUN,685,413,11,38,31,5,ħaruf,NOUN,lamb,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,15324,ħarxa,Real,Semitic,ħ-r-x,NOUN,1378,1233,22,14548,11163,5,aħrax,ADJ,rough,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,13070,ħasad,Real,Semitic,ħ-s-d,VERB,561,527,13,1649,656,5,ħasad,VERB,to reap,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
16,13142,ħasbet,Real,Semitic,ħ-s-b,VERB,843,716,15,4154,3815,6,ħaseb,VERB,to think,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
12,12492,ħasbu,Real,Semitic,ħ-s-b,VERB,2246,1946,21,4524,3592,5,ħaseb,VERB,to think,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
10,11503,ħasbuhiex,Real,Semitic,ħ-s-b,VERB,38,38,1,1,1,9,ħaseb,VERB,to think,-,-,-,-,-,p3,-,pl,p3,f,sg,-,-,-,perf,neg,-,-,-,-
27,17544,ħasda,Real,Semitic,ħ-s-d,NOUN,335,262,15,4348,3522,5,ħsad,NOUN,harvest,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,17738,ħasdet,Real,Semitic,ħ-s-d,VERB,406,375,15,19276,14091,6,ħasad,VERB,to reap,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
4,10101,ħaseb,Real,Semitic,ħ-s-b,VERB,4220,3246,24,431,366,5,ħaseb,VERB,to think,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
34,20645,ħasel,Real,Semitic,ħ-s-l,VERB,226,201,21,13913,9291,5,ħasel,VERB,to wash,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
25,21621,ħasibx,Real,Semitic,ħ-s-b,VERB,276,258,8,15,15,6,ħaseb,VERB,to think,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,neg,-,-,-,-
18,14870,ħasil,Real,Semitic,ħ-s-l,NOUN,4072,2252,19,836,442,5,ħasil,NOUN,laundry,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,14367,ħasliet,Real,Semitic,ħ-s-l,NOUN,24,19,13,4347,3684,7,ħasil,NOUN,laundry,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,11626,ħasra,Real,Semitic,ħ-s-r,NOUN,3615,2919,31,19343,11235,5,ħasra,NOUN,pity,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,13956,ħass,Real,Semitic,ħ-s-s,VERB,5855,4191,45,95058,41756,4,ħass,VERB,to sense,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
16,13247,ħassa,Real,Semitic,ħ-s-s,VERB,206,180,44,48757,32572,5,ħass,NOUN,sense,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,11791,ħassar,Real,Semitic,ħ-s-r,VERB,1160,962,23,34891,14629,6,ħassar,VERB,to cause sth. to rot,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
44,18643,ħassart,Real,Semitic,ħ-s-r,VERB,28,23,8,1277,1067,7,ħassar,VERB,to cause sth. to rot,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
52,20656,ħasseb,Real,Semitic,ħ-s-b,VERB,42,42,16,8507,7028,6,ħasseb,VERB,to worry,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
38,17953,ħassejna,Real,Semitic,ħ-s-s,VERB,1715,1193,11,28,28,8,ħass,VERB,to sense,-,-,-,-,-,p1,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
11,11884,ħassejt,Real,Semitic,ħ-s-s,VERB,3327,2398,12,1888,1627,7,ħass,VERB,to sense,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
36,16783,ħassejtha,Real,Semitic,ħ-s-s,VERB,120,112,6,9,9,9,ħass,VERB,to sense,-,-,-,-,-,p1,-,sg,p3,f,sg,-,-,-,perf,pos,-,-,-,-
52,18754,ħassejtni,Real,Semitic,ħ-s-s,VERB,1189,933,8,105,100,9,ħass,VERB,to sense,-,-,-,-,-,p2,-,sg,p1,-,sg,-,-,-,perf,pos,-,-,-,-
30,17472,ħasset,Real,Semitic,ħ-s-s,VERB,1447,1258,32,8760,6837,6,ħass,VERB,to sense,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
39,18568,ħassew,Real,Semitic,ħ-s-s,VERB,1900,1676,17,18030,11331,6,ħass,VERB,to sense,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
34,16379,ħassewx,Real,Semitic,ħ-s-s,VERB,114,108,8,1949,1725,7,ħass,VERB,to sense,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,neg,-,-,-,-
30,57850,ħassibt,Real,Semitic,ħ-s-b,NotInCorpus,0,0,6,35,31,7,ħasseb,VERB,to worry,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
12,12596,ħassieb,Real,Semitic,ħ-s-b,NOUN,227,157,8,557,429,7,ħassieb,NOUN,thinker,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,13132,ħassieba,Real,Semitic,ħ-s-b,NOUN,488,362,5,322,244,8,ħassieb,NOUN,thinker,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,19828,ħassitha,Real,Semitic,ħ-s-s,VERB,457,371,15,206,175,8,ħass,VERB,to sense,-,-,-,-,-,p3,f,sg,p3,f,sg,-,-,-,perf,pos,-,-,-,-
25,20947,ħassni,Real,Semitic,ħ-s-s,VERB,11,9,3,11,11,6,ħass,VERB,to sense,-,-,-,-,-,p3,m,sg,p1,-,sg,-,-,-,perf,pos,-,-,-,-
47,20120,ħassru,Real,Semitic,ħ-s-r,VERB,252,234,19,3223,2655,6,ħassar,VERB,to cause sth. to rot,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
32,15761,ħassu,Real,Semitic,ħ-s-s,VERB,1882,1435,33,10494,8254,5,ħass,VERB,to sense,-,-,-,-,-,p3,m,sg,p3,m,sg,-,-,-,perf,pos,-,-,-,-
35,16460,ħassx,Real,Semitic,ħ-s-s,VERB,341,319,9,8157,6000,5,ħass,VERB,to sense,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,neg,-,-,-,-
37,21027,ħat,Real,Semitic,ħ-j-t,NOUN,287,279,92,260420,130274,3,ħat,VERB,to sew,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
37,20421,ħata,Real,Semitic,ħ-t-j,NOUN,4,4,73,328764,110304,4,ħata,VERB,to be guilty,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
51,20655,ħatab,Real,Semitic,ħ-t-b,NOUN,283,242,14,6771,5741,5,ħatab,NOUN,twigs or pieces of wood for burning,m,coll,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,10269,ħataf,Real,Semitic,ħ-t-f,VERB,707,621,13,3754,3312,5,ħataf,VERB,to seize,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
21,14118,ħatar,Real,Semitic,ħ-t-r,VERB,3193,2839,38,6135,4510,5,ħatar,VERB,to elect,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
52,20653,ħater,Real,Semitic,ħ-t-r,VERB,12,12,21,37974,19379,5,ħater,VERB,to bet,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
2,10934,ħatfitu,Real,Semitic,ħ-t-f,VERB,43,28,4,41,40,7,ħataf,VERB,to seize,-,-,-,-,-,p3,f,sg,p3,m,sg,-,-,-,perf,pos,-,-,-,-
38,19401,ħatfu,Real,Semitic,ħ-t-f,VERB,822,742,18,1209,1034,5,ħataf,VERB,to seize,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
12,12650,ħatfuhulha,Real,Semitic,ħ-t-f,VERB,1,1,0,0,0,10,ħataf,VERB,to seize,-,-,-,-,-,p3,-,pl,p3,m,sg,p3,f,sg,perf,pos,-,-,-,-
7,12338,ħati,Real,Semitic,ħ-t-j,NOUN,17056,9133,67,29616,17007,4,ħati,NOUN,culprit,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,14459,ħatja,Real,Semitic,ħ-t-j,NOUN,7886,4258,28,94885,39611,5,ħati,NOUN,culprit,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,12937,ħatjin,Real,Semitic,ħ-t-j,NOUN,971,722,13,4448,2535,6,ħati,NOUN,culprit,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,18622,ħatra,Real,Semitic,ħ-t-r,NOUN,13082,6814,39,18880,12511,5,ħtir,NOUN,election,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,19383,ħatret,Real,Semitic,ħ-t-r,VERB,1447,1405,24,3784,2511,6,ħatar,VERB,to elect,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
17,12485,ħatriet,Real,Semitic,ħ-t-r,NOUN,3000,1773,12,1630,1513,7,ħtir,NOUN,election,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,13602,ħatru,Real,Semitic,ħ-t-r,NOUN,538,489,31,15309,8661,5,ħatar,VERB,to elect,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
48,17927,ħatt,Real,Semitic,ħ-t-t,NOUN,1199,506,55,472227,143106,4,ħatt,VERB,to tear down,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
40,17905,ħawdet,Real,Semitic,ħ-w-d,VERB,47,46,11,17250,12366,6,ħawwad,VERB,to stir,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
26,21029,ħawditu,Real,Semitic,ħ-w-d,VERB,13,12,5,361,333,7,ħawwad,VERB,to stir,-,-,-,-,-,p3,f,sg,p3,m,sg,-,-,-,perf,pos,-,-,-,-
39,15824,ħawdu,Real,Semitic,ħ-w-d,VERB,178,165,19,26968,18028,5,ħawwad,VERB,to stir,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
28,16307,ħawlu,Real,Semitic,ħ-w-l,VERB,74,65,28,10310,6645,5,ħawwel,VERB,to plant,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
2,10795,hawn,Real,Semitic,No Root,ADV,202587,45591,48,800521,123638,4,hawn,ADV,here (proximal demonstrative referring to a specific place),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,18832,hawnhekk,Real,Semitic,No Root,ADV,106483,14435,39,484,472,8,hawnhekk,ADV,here (proximal demonstrative referring to a specific place),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,21227,ħawtel,Real,Semitic,ħ-w-t-l,VERB,3,3,8,236,224,6,ħawtel,VERB,to make an effort,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
55,14802,ħawwad,Real,Semitic,ħ-w-d,VERB,1346,583,17,1638,1360,6,ħawwad,VERB,to stir,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
18,15005,ħawwadha,Real,Semitic,ħ-w-d,VERB,12,12,9,108,79,8,ħawwad,VERB,to stir,-,-,-,-,-,p3,m,sg,p3,f,sg,-,-,-,perf,pos,-,-,-,-
34,21585,ħawwel,Real,Semitic,ħ-w-l,VERB,75,69,8,466,420,6,ħawwel,VERB,to plant,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
25,20431,ħawwiefa,Real,Semitic,ħ-w-f,NotInCorpus,0,0,0,0,0,8,ħawwiefa,NOUN,house martin,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,17850,ħawwilt,Real,Semitic,ħ-w-l,VERB,12,10,1,5,5,7,ħawwel,VERB,to plant,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
26,20485,ħaxi,Real,Semitic,ħ-x-j,NOUN,12,11,26,29629,16951,4,ħaxi,NOUN,stuffing,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,14285,ħaxix,Real,Semitic,ħ-x-x,NOUN,6122,3451,20,1374,720,5,ħaxix,NOUN,grass,m,coll,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,13219,ħaxixa,Real,Semitic,ħ-x-x,NOUN,1270,631,8,6133,3462,6,ħaxix,NOUN,grass,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,19186,ħaxja,Real,Semitic,ħ-x-j,NOUN,6,5,11,89615,37002,5,ħaxi,NOUN,stuffing,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,20660,ħaxwex,Real,Semitic,ħ-x-w-x,VERB,2,2,3,30,28,6,ħaxwex,VERB,to rustle,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
44,17007,ħaxxem,Real,Semitic,ħ-x-m,NOUN,1,1,4,39,36,6,ħaxxem,VERB,to have one's fingers caught (e.g. in a door),-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
3,10719,ħażen,Real,Semitic,ħ-ż-n,NOUN,1616,1082,16,45695,19569,5,ħażen,VERB,to store sth.,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
11,11629,ħażin,Real,Semitic,ħ-ż-n,ADJ,45080,19133,36,25808,13832,5,ħażin,ADJ,bad,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
